review_id,product_id,date,rating,text,review_order,sentence_count,word_count,overall_text_sentiment,mean_aspect_sentiment,aspects_mentioned_count,focal_battery,focal_camera,focal_display,focal_performance,focal_build_quality,focal_price_value,focal_software,rating_normalized,prior_review_count,prior_rating_mean,prior_rating_variance,mean_env_dissonance,aged_dissonance,aged_signed_gap,prior_env_battery,prior_vol_battery,mismatch_battery,dissonance_battery,prior_env_camera,prior_vol_camera,mismatch_camera,dissonance_camera,prior_env_display,prior_vol_display,mismatch_display,dissonance_display,prior_env_performance,prior_vol_performance,mismatch_performance,dissonance_performance,prior_env_build_quality,prior_vol_build_quality,mismatch_build_quality,dissonance_build_quality,prior_env_price_value,prior_vol_price_value,mismatch_price_value,dissonance_price_value,prior_env_software,prior_vol_software,mismatch_software,dissonance_software,has_prior_history
rev_PROD-BETA-200_031,PROD-BETA-200,2025-02-18 00:00:00,3.0,The shutter lag makes it impossible to capture moving kids or pets. Performance is blazing fast with zero lag during heavy gaming.,31,2,22,-0.4939,-0.23255,1,,,,-0.23255,,,,0.0,30,4.166666666666667,1.8678160919540217,0.32160666666666665,0.23255,0.23255,0.32885999999999993,15,,,0.4307764705882353,17,,,0.44905999999999996,15,,,0.08905666666666666,15,-0.32160666666666665,0.32160666666666665,0.657,2,,,0.26421538461538463,13,,,-0.2713,7,,,True
rev_PROD-BETA-200_032,PROD-BETA-200,2025-02-19 09:00:00,2.0,The charger gets alarmingly warm and the phone dies by afternoon. Performance is blazing fast with zero lag during heavy gaming. Video recording stutters and the autofocus hunts constantly.,32,3,29,-0.5267,-0.27141666666666664,3,-0.4019,-0.25,,-0.16235,,,,-0.5,31,4.129032258064516,1.8494623655913984,0.5476142401960784,0.22858333333333336,-0.22858333333333336,0.32885999999999993,15,-0.7307599999999999,0.7307599999999999,0.4307764705882353,17,-0.6807764705882353,0.6807764705882353,0.44905999999999996,15,,,0.06895625,16,-0.23130625,0.23130625,0.657,2,,,0.26421538461538463,13,,,-0.2713,7,,,True
rev_PROD-BETA-200_033,PROD-BETA-200,2025-02-20 09:00:00,3.0,Cheap plastic feel does not justify this premium cost. The charger gets alarmingly warm and the phone dies by afternoon. The camera captures crisp details and punchy natural colors.,33,3,29,0.8853,0.36073333333333335,6,-0.4019,0.8271,0.8271,-0.4019,0.657,0.657,,0.0,32,4.0625,1.9314516129032258,0.39121775997150987,0.36073333333333335,-0.36073333333333335,0.2831874999999999,16,-0.6850874999999998,0.6850874999999998,0.3929555555555556,18,0.43414444444444433,0.43414444444444433,0.44905999999999996,15,0.37804,0.37804,0.055349999999999996,17,-0.45725,0.45725,0.657,2,0.0,0.0,0.26421538461538463,13,0.3927846153846154,0.3927846153846154,-0.2713,7,,,True
rev_PROD-BETA-200_034,PROD-BETA-200,2025-02-22 01:00:00,1.0,"Terrible stuttering in the UI, feels slow and unoptimized. Excellent battery backup, 8 hours of screen-on-time easily. Massively overpriced for what it offers.",34,3,23,0.1779,0.198525,4,0.7269,,0.7269,,,0.0,-0.6597,-1.0,33,4.03030303030303,1.9053030303030312,0.3547239233193278,1.198525,-1.198525,0.24288823529411754,17,0.4840117647058825,0.4840117647058825,0.4158052631578948,19,,,0.4726874999999999,16,0.25421250000000006,0.25421250000000006,0.029947222222222222,18,,,0.657,3,,,0.29227142857142857,14,-0.29227142857142857,0.29227142857142857,-0.2713,7,-0.38839999999999997,0.38839999999999997,True
rev_PROD-BETA-200_035,PROD-BETA-200,2025-02-23 00:00:00,3.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Terrible stuttering in the UI, feels slow and unoptimized.",35,2,18,-0.1027,-0.02364999999999995,2,,,0.6124,,,,-0.6597,0.0,34,3.9411764705882355,2.117647058823529,0.23230441176470593,0.02364999999999995,0.02364999999999995,0.26977777777777767,18,,,0.4158052631578948,19,,,0.4876411764705882,17,0.12475882352941187,0.12475882352941187,0.029947222222222222,18,,,0.657,3,,,0.2727866666666667,15,,,-0.31984999999999997,8,-0.33985,0.33985,True
rev_PROD-BETA-200_036,PROD-BETA-200,2025-02-23 21:00:00,2.0,"The 120Hz AMOLED display is silky smooth and vibrant. Battery drain is horrific, it loses 20% in an hour on standby.",36,2,21,-0.7096,0.06716666666666664,3,-0.8519,,0.5267,0.5267,,,,-0.5,35,3.914285714285714,2.0806722689075627,0.550186111111111,0.5671666666666666,-0.5671666666666666,0.26977777777777767,18,-1.1216777777777778,1.1216777777777778,0.4158052631578948,19,,,0.49457222222222225,18,0.0321277777777777,0.0321277777777777,0.029947222222222222,18,0.4967527777777777,0.4967527777777777,0.657,3,,,0.2727866666666667,15,,,-0.3576111111111111,9,,,True
rev_PROD-BETA-200_037,PROD-BETA-200,2025-02-24 10:00:00,2.0,The phone overheats during basic navigation and gaming drops fps. Screen scratches way too easily and refresh rate drops to 60Hz randomly.,37,2,22,0.34,0.22666666666666668,3,,,0.34,0.0,0.34,,,-0.5,36,3.861111111111111,2.1230158730158726,0.17645175438596492,0.7266666666666667,-0.7266666666666667,0.21074210526315781,19,,,0.4158052631578948,19,,,0.49626315789473685,19,-0.15626315789473683,0.15626315789473683,0.056092105263157895,19,-0.056092105263157895,0.056092105263157895,0.657,3,-0.317,0.317,0.2727866666666667,15,,,-0.3576111111111111,9,,,True
rev_PROD-BETA-200_038,PROD-BETA-200,2025-02-25 07:00:00,2.0,"Poor value proposition compared to competing devices. Camera photos look washed out and blurry in low light. Snappy multitasking, apps stay open in RAM with no stutters.",38,3,27,-0.6705,-0.24186666666666667,3,,-0.6249,,0.0772,,-0.1779,,-0.5,37,3.810810810810811,2.1576576576576563,0.5051014766081872,0.2581333333333333,-0.2581333333333333,0.21074210526315781,19,,,0.4158052631578948,19,-1.0407052631578948,1.0407052631578948,0.48845,20,,,0.0532875,20,0.023912500000000003,0.023912500000000003,0.57775,4,,,0.2727866666666667,15,-0.4506866666666667,0.4506866666666667,-0.3576111111111111,9,,,True
rev_PROD-BETA-200_039,PROD-BETA-200,2025-02-26 10:00:00,2.0,Severe battery draining issue after the latest firmware patch. Bezels are razor-thin with beautiful HDR contrast. Noticeable lag when switching apps and intense thermal throttling.,39,3,25,-0.8225,-0.2927,3,-0.7269,,0.5994,-0.7506,,,,-0.5,38,3.763157894736842,2.1856330014224747,0.6178727652464495,0.20729999999999998,-0.20729999999999998,0.21074210526315781,19,-0.9376421052631578,0.9376421052631578,0.36377000000000004,20,,,0.48845,20,0.11095000000000005,0.11095000000000005,0.054426190476190475,21,-0.8050261904761905,0.8050261904761905,0.57775,4,,,0.24461875,16,,,-0.3576111111111111,9,,,True
rev_PROD-BETA-200_040,PROD-BETA-200,2025-02-28 02:00:00,1.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Cheap plastic feel does not justify this premium cost. Fluid UI animations, the chipset stays completely cool.",40,3,26,0.9345,0.66516,5,,,0.6124,0.6997,0.657,0.657,0.6997,-1.0,39,3.717948717948718,2.20782726045884,0.46989498737373747,1.66516,-1.66516,0.16385999999999992,20,,,0.36377000000000004,20,,,0.4937333333333333,21,0.11866666666666675,0.11866666666666675,0.017834090909090904,22,0.681865909090909,0.681865909090909,0.57775,4,0.07925000000000004,0.07925000000000004,0.24461875,16,0.41238125000000003,0.41238125000000003,-0.3576111111111111,9,1.057311111111111,1.057311111111111,True
rev_PROD-BETA-200_041,PROD-BETA-200,2025-03-01 20:00:00,3.0,"The shutter lag makes it impossible to capture moving kids or pets. Snappy multitasking, apps stay open in RAM with no stutters. Severe battery draining issue after the latest firmware patch.",41,3,31,-0.8519,-0.479725,2,-0.7269,,,-0.23255,,,,0.0,40,3.65,2.3358974358974365,0.5853952173913043,0.479725,0.479725,0.16385999999999992,20,-0.8907599999999999,0.8907599999999999,0.36377000000000004,20,,,0.49912727272727264,22,,,0.047480434782608695,23,-0.2800304347826087,0.2800304347826087,0.5936,5,,,0.2688764705882353,17,,,-0.25188,10,,,True
rev_PROD-BETA-200_042,PROD-BETA-200,2025-03-02 11:00:00,1.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Night mode is magical, crisp photos even in dim lighting. Screen scratches way too easily and refresh rate drops to 60Hz randomly.",42,3,34,0.8555,0.43995000000000006,4,0.5859,0.4939,0.34,,0.34,,,-1.0,41,3.6341463414634148,2.2878048780487803,0.2518286038961039,1.43995,-1.43995,0.12144285714285706,21,0.4644571428571429,0.4644571428571429,0.36377000000000004,20,0.13012999999999997,0.13012999999999997,0.49912727272727264,22,-0.15912727272727262,0.15912727272727262,0.0358125,24,,,0.5936,5,-0.2536,0.2536,0.2688764705882353,17,,,-0.25188,10,,,True
rev_PROD-BETA-200_043,PROD-BETA-200,2025-03-03 02:00:00,2.0,"Night mode is magical, crisp photos even in dim lighting. Severe battery draining issue after the latest firmware patch. Massively overpriced for what it offers.",43,3,25,-0.4404,-0.07766666666666666,3,-0.7269,0.4939,,,,0.0,,-0.5,42,3.5714285714285716,2.397212543554008,0.4207547831253713,0.42233333333333334,-0.42233333333333334,0.14255454545454538,22,-0.8694545454545454,0.8694545454545454,0.36996666666666667,21,0.12393333333333334,0.12393333333333334,0.49220869565217384,23,,,0.0358125,24,,,0.5513333333333333,6,,,0.2688764705882353,17,-0.2688764705882353,0.2688764705882353,-0.25188,10,,,True
rev_PROD-BETA-200_044,PROD-BETA-200,2025-03-04 18:00:00,3.0,"Display has an annoying green tint at low brightness levels. Terrible stuttering in the UI, feels slow and unoptimized. Unbelievable value for money at this price point.",44,3,27,-0.5267,-0.1539333333333333,3,,,-0.296,,,0.4939,-0.6597,0.0,43,3.5348837209302326,2.397563676633443,0.47866326892109495,0.1539333333333333,0.1539333333333333,0.1047521739130434,23,,,0.37560000000000004,22,,,0.49220869565217384,23,-0.7882086956521739,0.7882086956521739,0.0358125,24,,,0.5513333333333333,6,,,0.2539388888888889,18,0.23996111111111113,0.23996111111111113,-0.25188,10,-0.40781999999999996,0.40781999999999996,True
rev_PROD-BETA-200_045,PROD-BETA-200,2025-03-05 05:00:00,2.0,The charger gets alarmingly warm and the phone dies by afternoon. Unbelievable value for money at this price point. Camera photos look washed out and blurry in low light.,45,3,29,-0.5574,-0.23369999999999996,4,-0.4019,-0.6249,,-0.4019,,0.4939,,-0.5,44,3.522727272727273,2.3483086680761103,0.543049063215103,0.26630000000000004,-0.26630000000000004,0.1047521739130434,23,-0.5066521739130434,0.5066521739130434,0.37560000000000004,22,-1.0005000000000002,1.0005000000000002,0.45936666666666665,24,,,0.0358125,24,-0.43771249999999995,0.43771249999999995,0.5513333333333333,6,,,0.26656842105263157,19,0.22733157894736844,0.22733157894736844,-0.2889545454545454,11,,,True
rev_PROD-BETA-200_046,PROD-BETA-200,2025-03-06 09:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. The camera captures crisp details and punchy natural colors. Battery drain is horrific, it loses 20% in an hour on standby.",46,3,30,-0.7184,0.03564999999999999,4,-0.8519,0.8271,0.8271,,,,-0.6597,0.0,45,3.488888888888889,2.346464646464646,0.5422551136363636,0.03564999999999999,-0.03564999999999999,0.0836416666666666,24,-0.9355416666666666,0.9355416666666666,0.33210000000000006,23,0.4949999999999999,0.4949999999999999,0.45936666666666665,24,0.3677333333333333,0.3677333333333333,0.018303999999999997,25,,,0.5513333333333333,6,,,0.277935,20,,,-0.2889545454545454,11,-0.37074545454545454,0.37074545454545454,True
rev_PROD-BETA-200_047,PROD-BETA-200,2025-03-07 15:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. The shutter lag makes it impossible to capture moving kids or pets.",47,2,21,-0.836,-0.601,2,,,,-0.5423,,,-0.6597,0.0,46,3.4782608695652173,2.299516908212561,0.450227,0.601,0.601,0.04621999999999993,25,,,0.352725,24,,,0.47407599999999994,25,,,0.018303999999999997,25,-0.560604,0.560604,0.5513333333333333,6,,,0.277935,20,,,-0.31984999999999997,12,-0.33985,0.33985,True
rev_PROD-BETA-200_048,PROD-BETA-200,2025-03-07 21:00:00,3.0,"Screen scratches way too easily and refresh rate drops to 60Hz randomly. Night mode is magical, crisp photos even in dim lighting. Charging is blazing fast with 65W, 0 to 80% in 25 minutes.",48,3,34,0.8555,0.43995000000000006,4,0.5859,0.4939,0.34,,0.34,,,0.0,47,3.4680851063829787,2.2543940795559663,0.2565660833333333,0.43995000000000006,-0.43995000000000006,0.04621999999999993,25,0.53968,0.53968,0.352725,24,0.141175,0.141175,0.47407599999999994,25,-0.13407599999999992,0.13407599999999992,-0.0032576923076923095,26,,,0.5513333333333333,6,-0.21133333333333332,0.21133333333333332,0.277935,20,,,-0.34599230769230765,13,,,True
rev_PROD-BETA-200_049,PROD-BETA-200,2025-03-08 19:00:00,3.0,The 120Hz AMOLED display is silky smooth and vibrant. Video recording stutters and the autofocus hunts constantly. The phone overheats during basic navigation and gaming drops fps.,49,3,27,0.34,0.18001666666666663,3,,-0.25,0.5267,0.26335,,,,0.0,48,3.4583333333333335,2.2109929078014177,0.31092015384615385,0.18001666666666663,-0.18001666666666663,0.06697692307692302,26,,,0.358372,25,-0.608372,0.608372,0.4689192307692307,26,0.05778076923076925,0.05778076923076925,-0.0032576923076923095,26,0.26660769230769227,0.26660769230769227,0.5211428571428571,7,,,0.277935,20,,,-0.34599230769230765,13,,,True
rev_PROD-BETA-200_050,PROD-BETA-200,2025-03-09 19:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. The 120Hz AMOLED display is silky smooth and vibrant.",50,2,18,-0.25,0.1312333333333333,3,,,0.5267,0.5267,,,-0.6597,0.0,49,3.4489795918367347,2.169217687074829,0.29647725546058873,0.1312333333333333,-0.1312333333333333,0.06697692307692302,26,,,0.33497307692307693,26,,,0.47105925925925923,27,0.05564074074074071,0.05564074074074071,0.006616666666666664,27,0.5200833333333332,0.5200833333333332,0.5211428571428571,7,,,0.277935,20,,,-0.34599230769230765,13,-0.3137076923076923,0.3137076923076923,True
rev_PROD-BETA-200_051,PROD-BETA-200,2025-03-11 08:00:00,1.0,"Portrait lens creates a gorgeous creamy bokeh effect. Washed out colors and poor viewing angles. Excellent battery backup, 8 hours of screen-on-time easily.",51,3,23,0.8271,0.5142666666666666,3,0.7269,0.6908,0.1251,,,,,-1.0,50,3.44,2.128979591836736,0.4545654761904762,1.5142666666666666,-1.5142666666666666,0.06697692307692302,26,0.659923076923077,0.659923076923077,0.33497307692307693,26,0.35582692307692304,0.35582692307692304,0.47304642857142853,28,-0.34794642857142855,0.34794642857142855,0.025191071428571427,28,,,0.5211428571428571,7,,,0.277935,20,,,-0.36839999999999995,14,,,True
rev_PROD-BETA-200_052,PROD-BETA-200,2025-03-13 06:00:00,4.0,"The battery life is stellar, easily lasting two full days on a single charge. Bezels are razor-thin with beautiful HDR contrast.",52,2,21,0.8779,0.66725,2,0.7351,,0.5994,,,,,0.5,51,3.392156862745098,2.2031372549019603,0.3910166028097063,0.16725,-0.16725,0.09141851851851845,27,0.6436814814814815,0.6436814814814815,0.3481518518518519,27,,,0.4610482758620689,29,0.13835172413793112,0.13835172413793112,0.025191071428571427,28,,,0.5211428571428571,7,,,0.277935,20,,,-0.36839999999999995,14,,,True
rev_PROD-BETA-200_053,PROD-BETA-200,2025-03-13 17:00:00,1.0,"Washed out colors and poor viewing angles. Snappy multitasking, apps stay open in RAM with no stutters. The charger gets alarmingly warm and the phone dies by afternoon.",53,3,28,-0.6705,-0.34698333333333337,3,-0.4019,,-0.4767,-0.16235,,,,-1.0,52,3.4038461538461537,2.1670437405731513,0.5487360714285714,0.6530166666666666,-0.6530166666666666,0.1144071428571428,28,-0.5163071428571427,0.5163071428571427,0.3481518518518519,27,,,0.4656599999999999,30,-0.9423599999999999,0.9423599999999999,0.025191071428571427,28,-0.18754107142857143,0.18754107142857143,0.5211428571428571,7,,,0.277935,20,,,-0.36839999999999995,14,,,True
rev_PROD-BETA-200_054,PROD-BETA-200,2025-03-14 15:00:00,3.0,"Display has an annoying green tint at low brightness levels. Massively overpriced for what it offers. Excellent battery backup, 8 hours of screen-on-time easily.",54,3,24,0.5994,0.31411666666666666,3,0.7269,,0.21545,,,0.0,,0.0,53,3.358490566037736,2.234397677793903,0.3760142806822395,0.31411666666666666,-0.31411666666666666,0.09660344827586202,29,0.630296551724138,0.630296551724138,0.3481518518518519,27,,,0.4352612903225806,31,-0.2198112903225806,0.2198112903225806,0.01872413793103448,29,,,0.5211428571428571,7,,,0.277935,20,-0.277935,0.277935,-0.36839999999999995,14,,,True
rev_PROD-BETA-200_055,PROD-BETA-200,2025-03-15 22:00:00,3.0,"Battery drain is horrific, it loses 20% in an hour on standby. Terrible stuttering in the UI, feels slow and unoptimized. Affordable budget device with flagship-grade features.",55,3,27,-0.9287,-0.5038666666666667,3,-0.8519,,,,,0.0,-0.6597,0.0,54,3.3518518518518516,2.1946191474493353,0.5085044444444443,0.5038666666666667,0.5038666666666667,0.11761333333333329,30,-0.9695133333333332,0.9695133333333332,0.3481518518518519,27,,,0.42839218749999997,32,,,0.01872413793103448,29,,,0.5211428571428571,7,,,0.2647,21,-0.2647,0.2647,-0.36839999999999995,14,-0.2913,0.2913,True
rev_PROD-BETA-200_056,PROD-BETA-200,2025-03-17 04:00:00,3.0,Severe battery draining issue after the latest firmware patch. Video recording stutters and the autofocus hunts constantly. Noticeable lag when switching apps and intense thermal throttling.,56,3,26,-0.926,-0.5758333333333333,3,-0.7269,-0.25,,-0.7506,,,,0.0,55,3.3454545454545452,2.156228956228955,0.7269048998201019,0.5758333333333333,0.5758333333333333,0.08633870967741931,31,-0.8132387096774193,0.8132387096774193,0.3481518518518519,27,-0.5981518518518518,0.5981518518518518,0.42839218749999997,32,,,0.01872413793103448,29,-0.7693241379310345,0.7693241379310345,0.5211428571428571,7,,,0.2526681818181818,22,,,-0.38781999999999994,15,,,True
rev_PROD-BETA-200_057,PROD-BETA-200,2025-03-18 15:00:00,3.0,Noticeable lag when switching apps and intense thermal throttling. The charger gets alarmingly warm and the phone dies by afternoon. Massively overpriced for what it offers.,57,3,26,-0.8442,-0.32605,3,-0.4019,,,-0.57625,,0.0,,0.0,56,3.3392857142857144,2.1191558441558445,0.42827439393939387,0.32605,0.32605,0.06092499999999995,32,-0.46282499999999993,0.46282499999999993,0.3267892857142857,28,,,0.42839218749999997,32,,,-0.006920000000000004,30,-0.56933,0.56933,0.5211428571428571,7,,,0.2526681818181818,22,-0.2526681818181818,0.2526681818181818,-0.38781999999999994,15,,,True
rev_PROD-BETA-200_058,PROD-BETA-200,2025-03-19 05:00:00,4.0,"Fluid UI animations, the chipset stays completely cool. Outdoor brightness is incredible, easily readable in direct sunlight. Worth every single penny spent on this purchase.",58,3,25,0.8991,0.559525,4,,,0.6124,0.6997,,0.2263,0.6997,0.5,57,3.3333333333333335,2.0833333333333326,0.502973976266655,0.05952500000000005,-0.05952500000000005,0.046899999999999956,33,,,0.3267892857142857,28,,,0.42839218749999997,32,0.1840078125000001,0.1840078125000001,-0.025285483870967747,31,0.7249854838709677,0.7249854838709677,0.5211428571428571,7,,,0.24168260869565217,23,-0.015382608695652167,0.015382608695652167,-0.38781999999999994,15,1.08752,1.08752,True
rev_PROD-BETA-200_059,PROD-BETA-200,2025-03-20 13:00:00,1.0,"Snappy multitasking, apps stay open in RAM with no stutters. Cheap plastic feel does not justify this premium cost.",59,2,19,0.6883,0.46373333333333333,3,,,,0.0772,0.657,0.657,,-1.0,58,3.3448275862068964,2.054446460980037,0.21054838789682542,1.4637333333333333,-1.4637333333333333,0.046899999999999956,33,,,0.3267892857142857,28,,,0.4339681818181818,33,,,-0.0026296875000000053,32,0.07982968750000001,0.07982968750000001,0.5211428571428571,7,0.1358571428571429,0.1358571428571429,0.24104166666666668,24,0.4159583333333333,0.4159583333333333,-0.31984999999999997,16,,,True
rev_PROD-BETA-200_060,PROD-BETA-200,2025-03-21 23:00:00,2.0,"Night mode is magical, crisp photos even in dim lighting. Washed out colors and poor viewing angles. The charger gets alarmingly warm and the phone dies by afternoon.",60,3,28,-0.3818,-0.19665,4,-0.4019,0.4939,-0.4767,-0.4019,,,,-0.5,59,3.305084745762712,2.112215078901227,0.48206707251082254,0.30335,-0.30335,0.046899999999999956,33,-0.4487999999999999,0.4487999999999999,0.3267892857142857,28,0.16711071428571428,0.16711071428571428,0.4339681818181818,33,-0.9106681818181819,0.9106681818181819,-0.00021060606060606559,33,-0.4016893939393939,0.4016893939393939,0.538125,8,,,0.25768,25,,,-0.31984999999999997,16,,,True
rev_PROD-GAMMA-300_001,PROD-GAMMA-300,2025-01-15 18:00:00,5.0,"Fluid UI animations, the chipset stays completely cool. The battery life is stellar, easily lasting two full days on a single charge.",1,2,22,0.8999,0.7115,3,0.7351,,,0.6997,,,0.6997,1.0,0,,,,0.2885,0.2885,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,False
rev_PROD-GAMMA-300_002,PROD-GAMMA-300,2025-01-16 03:00:00,5.0,Portrait lens creates a gorgeous creamy bokeh effect. Unbelievable value for money at this price point. The 120Hz AMOLED display is silky smooth and vibrant.,2,3,25,0.9062,0.5595249999999999,4,,0.6908,0.5267,0.5267,,0.4939,,1.0,1,5.0,0.0,0.17300000000000004,0.44047500000000006,0.44047500000000006,0.7351,1,,,,0,,,,0,,,0.6997,1,-0.17300000000000004,0.17300000000000004,,0,,,,0,,,0.6997,1,,,True
rev_PROD-GAMMA-300_003,PROD-GAMMA-300,2025-01-17 06:00:00,5.0,Unbelievable value for money at this price point. Severe battery draining issue after the latest firmware patch.,3,2,17,-0.4404,-0.11649999999999999,2,-0.7269,,,,,0.4939,,1.0,2,5.0,0.0,0.731,1.1165,1.1165,0.7351,1,-1.462,1.462,0.6908,1,,,0.5267,1,,,0.6132,2,,,,0,,,0.4939,1,0.0,0.0,0.6997,1,,,True
rev_PROD-GAMMA-300_004,PROD-GAMMA-300,2025-01-18 04:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Unbelievable value for money at this price point.",4,2,20,0.7906,0.5399,2,0.5859,,,,,0.4939,,1.0,3,5.0,0.0,0.2909,0.46009999999999995,0.46009999999999995,0.0040999999999999925,2,0.5818,0.5818,0.6908,1,,,0.5267,1,,,0.6132,2,,,,0,,,0.4939,2,0.0,0.0,0.6997,1,,,True
rev_PROD-GAMMA-300_005,PROD-GAMMA-300,2025-01-19 23:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. The camera captures crisp details and punchy natural colors. Snappy multitasking, apps stay open in RAM with no stutters.",5,3,27,0.9337,0.6020499999999999,4,0.7269,0.8271,0.7769999999999999,0.0772,,,,1.0,4,5.0,0.0,0.36286666666666667,0.39795000000000014,0.39795000000000014,0.1980333333333333,3,0.5288666666666667,0.5288666666666667,0.6908,1,0.13629999999999998,0.13629999999999998,0.5267,1,0.25029999999999997,0.25029999999999997,0.6132,2,-0.5359999999999999,0.5359999999999999,,0,,,0.4939,3,,,0.6997,1,,,True
rev_PROD-GAMMA-300_006,PROD-GAMMA-300,2025-01-21 09:00:00,5.0,"Worth every single penny spent on this purchase. Excellent battery backup, 8 hours of screen-on-time easily. Night mode is magical, crisp photos even in dim lighting.",6,3,26,0.8807,0.5435000000000001,4,0.7269,0.4939,0.7269,,,0.2263,,1.0,5,5.0,0.0,0.2510875,0.4564999999999999,0.4564999999999999,0.33025,4,0.39665,0.39665,0.75895,2,-0.26505,0.26505,0.6518499999999999,2,0.07505000000000006,0.07505000000000006,0.43453333333333327,3,,,,0,,,0.4939,3,-0.2676,0.2676,0.6997,1,,,True
rev_PROD-GAMMA-300_007,PROD-GAMMA-300,2025-01-23 08:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Snappy multitasking, apps stay open in RAM with no stutters.",7,2,22,0.6249,0.33155,2,0.5859,,,0.0772,,,,1.0,6,5.0,0.0,0.26682666666666666,0.66845,0.66845,0.40957999999999994,5,0.17632000000000003,0.17632000000000003,0.6706,3,,,0.6768666666666666,3,,,0.43453333333333327,3,-0.3573333333333333,0.3573333333333333,,0,,,0.427,4,,,0.6997,1,,,True
rev_PROD-GAMMA-300_008,PROD-GAMMA-300,2025-01-24 18:00:00,5.0,"The battery life is stellar, easily lasting two full days on a single charge. Bezels are razor-thin with beautiful HDR contrast.",8,2,21,0.8779,0.66725,2,0.7351,,0.5994,,,,,1.0,7,5.0,0.0,0.18679999999999994,0.33275,0.33275,0.43896666666666667,6,0.2961333333333333,0.2961333333333333,0.6706,3,,,0.6768666666666666,3,-0.07746666666666657,0.07746666666666657,0.34519999999999995,4,,,,0,,,0.427,4,,,0.6997,1,,,True
rev_PROD-GAMMA-300_009,PROD-GAMMA-300,2025-01-26 16:00:00,5.0,"Snappy multitasking, apps stay open in RAM with no stutters. Bezels are razor-thin with beautiful HDR contrast. Portrait lens creates a gorgeous creamy bokeh effect.",9,3,25,0.872,0.4558,3,,0.6908,0.5994,0.0772,,,,1.0,8,5.0,0.0,0.11543333333333329,0.5442,0.5442,0.48127142857142857,7,,,0.6706,3,0.020199999999999996,0.020199999999999996,0.6575,4,-0.05809999999999993,0.05809999999999993,0.34519999999999995,4,-0.26799999999999996,0.26799999999999996,,0,,,0.427,4,,,0.6997,1,,,True
rev_PROD-GAMMA-300_010,PROD-GAMMA-300,2025-01-28 15:00:00,5.0,The phone overheats during basic navigation and gaming drops fps. Affordable budget device with flagship-grade features.,10,2,16,0.0,0.0,2,,,,0.0,,0.0,,1.0,9,5.0,0.0,0.35929999999999995,1.0,1.0,0.48127142857142857,7,,,0.67565,4,,,0.64588,5,,,0.29159999999999997,5,-0.29159999999999997,0.29159999999999997,,0,,,0.427,4,-0.427,0.427,0.6997,1,,,True
rev_PROD-GAMMA-300_011,PROD-GAMMA-300,2025-01-29 22:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. The 120Hz AMOLED display is silky smooth and vibrant. Night mode is magical, crisp photos even in dim lighting.",11,3,31,0.886,0.5333,4,0.5859,0.4939,0.5267,0.5267,,,,1.0,10,5.0,0.0,0.17231464285714285,0.4667,0.4667,0.48127142857142857,7,0.1046285714285714,0.1046285714285714,0.67565,4,-0.18174999999999997,0.18174999999999997,0.64588,5,-0.11918000000000006,0.11918000000000006,0.24299999999999997,6,0.28369999999999995,0.28369999999999995,,0,,,0.3416,5,,,0.6997,1,,,True
rev_PROD-GAMMA-300_012,PROD-GAMMA-300,2025-01-30 08:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. Unbelievable value for money at this price point.",12,2,16,0.8519,0.6492333333333333,3,0.7269,,0.7269,,,0.4939,,1.0,11,5.0,0.0,0.1619111111111111,0.35076666666666667,0.35076666666666667,0.49435,8,0.23254999999999998,0.23254999999999998,0.6393,5,,,0.6260166666666667,6,0.10088333333333332,0.10088333333333332,0.2835285714285714,7,,,,0,,,0.3416,5,0.1523,0.1523,0.6997,1,,,True
rev_PROD-GAMMA-300_013,PROD-GAMMA-300,2025-02-01 01:00:00,5.0,Affordable budget device with flagship-grade features. Bezels are razor-thin with beautiful HDR contrast.,13,2,13,0.5994,0.2997,2,,,0.5994,,,0.0,,1.0,12,5.0,0.0,0.20400595238095234,0.7002999999999999,0.7002999999999999,0.5201888888888889,9,,,0.6393,5,,,0.6404285714285713,7,-0.0410285714285713,0.0410285714285713,0.2835285714285714,7,,,,0,,,0.3669833333333334,6,-0.3669833333333334,0.3669833333333334,0.6997,1,,,True
